,default_risk_proba,income_score_norm,composite_score,credit_category
16883,0.09442569463178588,0.5798092983310054,0.8078448032570515,High
7992,0.02337715673526465,0.64721705748114,0.8778011075296568,Excellent
14137,0.009509107999402182,0.613836895775412,0.8774946931330421,Excellent
3495,0.47927281293376683,0.0024371420327631726,0.3652401735561921,Low
1432,0.2018306489382352,0.7959129192227801,0.7974924215100694,High
5424,0.16266765321809082,0.6083123117715077,0.7686263362787886,High
6741,0.01750509736333711,0.004237143074204132,0.6890175747679252,Medium
15652,0.35671670912728454,0.5930307446831224,0.6282075270158376,Medium
12889,0.31734464651813854,0.023765190819217477,0.48498830468306825,Low
9704,0.9235544557377567,0.05135004364057372,0.06891689407574239,Low
9059,0.3123019123733918,0.586255668281576,0.6572653618230986,Medium
18117,0.012208435074524447,0.5958605321840139,0.870212255103037,High
9999,0.005802934288478959,0.868493609722894,0.9564860289149328,Excellent
14491,0.9166282217142397,0.8331012013827299,0.30829060521485113,Low
19262,0.024763124429179596,0.018037593792269945,0.6880770910372552,Medium
3418,0.9089278764739225,0.5530701764312622,0.22967153939763293,Low
17468,0.07882684592308292,0.8429843663977824,0.8977165177731766,Excellent
1762,0.027589864986169277,0.6302672981222354,0.869767283946352,High
10884,0.019357571632070723,0.6137887593576324,0.8705863276648402,High
11017,0.01439896306197999,0.5852252523804504,0.8654883015707491,High
10117,0.0302653696418029,0.15218376473779657,0.7244693706720768,Medium
10009,0.027422452096823285,0.8065564662853448,0.9227712234178271,Excellent
10145,0.007226741252726567,0.8962571712509921,0.9638184324983889,Excellent
10433,0.46158401067925725,0.5338991148654361,0.5370609269841508,Low
6869,0.018674523613705623,0.8106900714113119,0.9301348548937997,Excellent
13855,0.055358149484230096,0.979498481222851,0.9550988397278941,Excellent
15828,0.15173685769139136,0.8767313240801299,0.8568035968400649,High
5365,0.6720691361469319,0.6370588958731995,0.42066927345910754,Low
3310,0.025887567333010866,0.033255549311651214,0.6918553676603877,Medium
17449,0.540855431350817,4.615713660391612e-05,0.32141504519540925,Low
18403,0.8493105130869875,0.8559412518782447,0.36226501640258213,Low
1755,0.9385850962903222,0.5396515558548431,0.20488589935322743,Low
13610,0.04164205268995159,0.18477620850751153,0.7262834256692873,Medium
2737,0.11375487001681177,0.6267705624025185,0.8084027597089873,High
9918,0.11832995066593203,0.5240352310652797,0.7743796038534314,High
4431,0.013895700789028903,0.6350543164011787,0.8807893043680334,Excellent
443,0.022352300900572445,0.6067483210935228,0.8663778856976561,High
11212,0.010876502927128207,0.5657799241162492,0.8621204251858849,High
6123,0.013801910184844753,0.6246591001976161,0.8777363929298935,Excellent
10926,0.8631396199215856,0.6491611808524869,0.2905506203106361,Low
12170,0.5961595152893175,0.8345970124056324,0.5330674430191674,Low
18462,0.09364643898528913,0.6032086766960773,0.8154100957191207,High
16089,0.012777548151710295,0.6342063283014778,0.8813176147842461,Excellent
2251,0.010365632318149303,0.9458287795509535,0.9764926912425814,Excellent
187,0.13098106465958617,0.6380500099590992,0.7997282577260194,High
1847,0.29251288098494055,0.6323304603145492,0.6849401214049063,Medium
6672,0.6099765743779181,0.16759767593651623,0.3232957007164122,Low
8012,0.060994973088445106,0.9154972180829187,0.931952684262964,Excellent
7234,0.21596145701611427,6.672588337924104e-07,0.5488271802663701,Low
631,0.9563174784324413,0.5476829881808988,0.1948826615515607,Low
193,0.5461409826266977,0.5841828488264089,0.4929561668092342,Low
5222,0.12594227053527246,7.043681131436708e-08,0.6118404317563526,Medium
19457,0.01307954521232895,0.6829415100995389,0.8957267713812314,Excellent
13694,0.18369638202508762,0.2884598478433699,0.6579504869354496,Medium
629,0.08229794181266419,0.05829834067204581,0.6598809429327488,Medium
6673,0.7541672444664332,0.9342410002990258,0.45235522896320446,Low
9929,0.9462295530173979,0.5529869858438224,0.20353540864096822,Low
5021,0.027527560416367128,0.5656549317503287,0.8504271872336415,High
19900,0.009654752429160392,0.06440992605900317,0.7125646511172887,Medium
7392,0.8799636091788543,0.6230804212418607,0.2709495999473602,Low
17532,0.7844015549953215,0.5516849684396126,0.3164244020351587,Low
7391,0.020826263874760498,0.49253957192214337,0.8331834868643107,High
11038,0.006024948516843539,0.9831978379566801,0.9907418874252135,Excellent
19880,0.9416890933111878,5.915438471561464e-08,0.04081765242848397,Low
13000,0.015277039547357754,0.30955757886802504,0.7821733459772571,High
9875,0.006697596381419692,0.974758120855938,0.9877391187897877,Excellent
16455,0.016291005304920142,0.601405050901215,0.8690178115569203,High
7155,0.01545901310168433,0.3937384576775372,0.8073002281320821,High
4175,0.006321695727420916,0.030425186424411298,0.7047023689181288,Medium
19820,0.17573523317151787,0.5747250976395218,0.749402866071794,Medium
1557,0.3813666602172205,0.8688880548732257,0.6937097543099133,Medium
17126,0.7363505495608106,2.040357372199246e-12,0.18455461530804468,Low
18987,0.027448946962118623,0.6353767393879678,0.8713987589429073,High
6083,0.9206023536120769,0.7106898747969584,0.2687853149106337,Low
8136,0.06657011388756649,0.00011281527704169332,0.653434764861816,Medium
4119,0.006321695727420916,0.9243193231151438,0.9728706099253485,Excellent
8905,0.90779518790104,8.809940887003886e-06,0.06454601145153811,Low
17971,0.07721382249413404,0.6355696710216655,0.8366212255606058,High
12629,0.011031361379589466,0.046439956793572386,0.706210034072359,Medium
14019,0.6170913836002816,0.5634013358402731,0.4370564322318848,Low
13761,0.0993506196611997,0.5726210351948544,0.8022408767956164,High
7324,0.6905263062620722,0.5524212858768844,0.3823579713796148,Low
287,0.7000236522952217,0.5898061280059552,0.3869252817951314,Low
2196,0.0526368881965437,0.9246294996820946,0.9405430281670477,Excellent
4316,0.07484842291345788,0.026252600975307575,0.6554818842531718,Medium
15538,0.026592670261564127,0.5730797397235794,0.853309052733979,High
835,0.09414732861333312,0.6207664669280492,0.8203268100490816,High
18278,0.007576959692220781,0.9864444481531247,0.9906294626613827,Excellent
10373,0.010249418795988629,0.00022303470229424944,0.6928923172534962,Medium
15942,0.02546463998414537,0.6304888977050547,0.8713214213226146,High
7138,0.025601842114869298,0.6526086683978685,0.8778613110389519,Excellent
1136,0.007097194552003094,0.5902228310743504,0.8720988131359029,High
8621,0.9658245869058757,1.795765532249763e-05,0.023928176462483762,Low
9152,0.4249568486846004,0.5685891055971386,0.5731069375999213,Medium
623,0.2577678103416558,0.007486496499104088,0.521808481710572,Low
9482,0.011565587274628867,0.5968659617223105,0.8709638774244529,High
17806,0.042052972717893586,0.6376742177135849,0.8618651844115499,High
17892,0.9293784484077143,0.6283728124291188,0.2379469298433356,Low
14881,0.03492132393836788,0.8639761501091965,0.9347479182759013,Excellent
366,0.13330038377949427,0.33859308285660533,0.7082676562113356,Medium
16586,0.8397044781354437,0.5490912621386834,0.27693424394679445,Low
2161,0.03862743516736229,0.004094208046180548,0.6741890577967006,Medium
1720,0.010474384975213328,2.4463260146828544e-05,0.6926752694953947,Medium
7733,0.08313642243355801,0.6870702189819731,0.8479255699911012,High
2060,0.04424266283035163,0.13454852805117667,0.7093946944341069,Medium
16278,0.005869608198773591,6.253152313250141e-08,0.6958912930203155,Medium
4220,0.26218693821848965,0.5168144670598815,0.6715134833650217,Medium
16947,0.012510747991865016,0.6088698956588563,0.8739034451033514,Excellent
6385,0.20848604954936523,0.683497001865932,0.7591088658752239,Medium
1117,0.9805382346478981,0.6049280310800041,0.19510164507047256,Low
12574,0.02984997298138023,0.7605711880406064,0.9072763753252157,Excellent
13704,0.2760544158919995,0.5758688888848033,0.6795225755410413,Medium
2661,0.8981545150013492,0.7070700311792224,0.28341284885282225,Low
91,0.004618502560576714,0.16890773228785672,0.7474393678939533,Medium
531,0.004935594115729813,0.7374136721283464,0.917769185757493,Excellent
6358,0.024561112615152713,0.6911869783966821,0.8901633146883977,Excellent
54,0.24809994336818786,0.6083973571794662,0.7088492467961083,Medium
2856,0.9660415243552559,0.6965032727560042,0.2327219147781221,Low
501,0.5000876494685997,0.77041169821313,0.5810621548359192,Medium
15608,0.005920246543063456,0.5400889607289264,0.8578825156385335,High
13314,0.05258536721012295,0.9269069843779888,0.9412623382663104,Excellent
12379,0.013365962710667615,0.837297484905085,0.9418330715740582,Excellent
10890,0.010457271873726236,2.9491047471606042e-05,0.692688757002633,Medium
19362,0.014130076153150463,0.6464026532329602,0.8840297426626827,Excellent
4853,0.23317291199511347,0.6115752342832614,0.720251531888399,Medium
9911,0.013575027691439926,0.7627826822421858,0.9193322852886477,Excellent
4796,0.04823450404065072,0.004607312897445505,0.667618041040778,Medium
5742,0.049505252243431865,0.7712337211227304,0.8967164397664167,Excellent
15404,0.9302838953574996,0.5545661751972545,0.21517112580892664,Low
130,0.012392513002347115,0.5980973509801458,0.8707544461924007,High
142,0.10832337762132938,0.6403869259197349,0.8162897134409899,High
4935,0.006675090920762633,0.9002893275368397,0.965414234616518,Excellent
4413,0.01809644188041449,0.4058464142588419,0.8090864149613624,High
4568,0.9475773048440024,0.07779033790072543,0.06003298797941596,Low
14579,0.008682208016660349,0.6120902583699717,0.8775495318993293,Excellent
4746,0.035044017366343765,0.5956062732005432,0.8541510698037222,High
11642,0.10382602511338494,0.6286988567597354,0.8159314394485511,High
7906,0.9880465975128087,0.6083491327923518,0.19087212157873948,Low
13903,0.04106448836454047,0.003631745380892456,0.6723443817590894,Medium
7291,0.1457721526271215,0.640125726590416,0.7899972111381397,High
9836,0.013467647318665303,0.3556364063930381,0.7972635687948456,High
18798,0.006367896453655645,0.9294528295062399,0.974378321334313,Excellent
1334,0.9696881372638056,2.2301814594599883e-13,0.02121830391540295,Low
14586,0.009051689521103868,0.3083765177990778,0.7861767726749506,High
5509,0.9581100038712385,0.8861818519027633,0.2951775528609621,Low
4402,0.020386391407952044,0.7693450426908073,0.9165330388216757,Excellent
3520,0.011993696458072384,0.020769957803953045,0.6978353998205352,Medium
446,0.009692195778793737,0.8316120200202456,0.942699068960918,Excellent
17132,0.22450950536653239,1.0726048734375456e-12,0.5428433462437491,Low
2642,0.005113115551026494,0.6466066809901168,0.8904028234113165,Excellent
4717,0.006954354635872934,0.9221307303195261,0.9717711708507468,Excellent
1733,0.012957181646005993,4.717855524806772e-10,0.6909299729893315,Medium
15486,0.01084958626500819,0.6642036018582351,0.8916663701719647,Excellent
17539,0.0134993091056241,0.45927102461838804,0.8283317910115795,High
19083,0.05609452268707976,0.9337610671699219,0.9408621542700207,Excellent
8112,0.0369800657147678,0.8527968182188489,0.9299529994653173,Excellent
10056,0.7889134238464633,0.6268263334416547,0.33580850333997203,Low
2867,0.011373359578468124,0.7778786746020354,0.9254022506756829,Excellent
8233,0.028711469122812423,0.6053181148736374,0.8614974060761226,High
19697,0.31359768467544136,4.649644672792543e-07,0.4804817602165312,Low
4880,0.8076895555614736,0.023360157808570117,0.14162535844953952,Low
1793,0.7103571480751714,0.6844037040404719,0.4080711075595216,Low
12695,0.10448794811777826,0.01680923036418647,0.631901205426811,Medium
17489,0.009921685721660585,0.7044791769640504,0.9043985730840527,Excellent
2723,0.01415539823574161,0.6086665671022178,0.8726911913656461,High
11476,0.7708614051054881,0.9529776152159734,0.44629030099095035,Low
6987,0.157357056816446,0.5837647754434213,0.7649794928615141,High
1773,0.006664648688340803,0.665425267550014,0.8949623261831655,Excellent
14156,0.01374723169364979,0.5995212972412653,0.8702333269868247,High
19709,0.04823450404065072,0.14511854560326068,0.7097714108525226,Medium
4465,0.004536320552168947,0.27248518339659944,0.7785701306324616,High
2993,0.007656585046620891,0.0032238029841995396,0.6956075313626252,Medium
5636,0.5141162641438314,0.0026889543446957094,0.3409253014027267,Low
6107,0.057290569801209126,0.205172949565206,0.7214484860087153,Medium
6113,0.09710230820127445,0.6170952912788586,0.8171569716427655,High
14901,0.9494504450965255,0.6106524496323122,0.2185804233221258,Low
15846,0.9764722596786406,0.8548231064645792,0.2729163501643253,Low
5463,0.05813376934966709,0.0030347869571882417,0.6602167975423895,Medium
13594,0.030790338125191073,0.6040007157083153,0.8596469780248608,High
15025,0.7156793215139594,0.7928193275627059,0.43687027320904015,Low
6490,0.03131050337822689,0.05189651662144615,0.6936516026216749,Medium
16544,0.5011124643028866,0.6044106374589712,0.5305444662256708,Low
19165,0.010379984770043761,0.6384844716906579,0.8842793521681667,Excellent
11424,0.010182673717878303,0.0,0.6928721283974851,Medium
1058,0.005374523647608768,0.004694229850869454,0.6976461024019346,Medium
13059,0.48898863568097,0.03663376500252372,0.36869808452407804,Low
14770,0.035940170151825324,0.5658870302034498,0.8446079899547572,High
17477,0.005927344261729572,0.5754737083229519,0.8684929715136748,High
15235,0.09309671484292774,0.8913539223726799,0.9022384763217546,Excellent
6665,0.017125487370495122,0.892040285424455,0.9556242444679899,Excellent
5416,0.8747472753096164,0.1838092527562758,0.14281968311015128,Low
1933,0.9213596557731905,0.5858687161127539,0.23080885579259286,Low
3871,0.04591188730286893,0.9080603860855616,0.9402797947136603,Excellent
12406,0.10314201467960979,0.9513719401222196,0.9132121717609389,Excellent
739,0.9772916075693879,0.9106414401684034,0.28908830675194946,Low
17154,0.014532195060569044,0.6898051293911045,0.896769002274933,Excellent
3772,0.027139416091128805,0.2728166842609776,0.7628474140145031,Medium
873,0.4725904222391263,0.17379582186369358,0.42132545099171964,Low
17627,0.10113642653721427,0.8462158230650286,0.8830692483434585,Excellent
3732,0.023535174031560486,0.6392442137222822,0.8752986422945923,Excellent
6145,0.05938528829732879,0.8621443400709148,0.9170736002131443,Excellent
13225,0.13248319628482555,0.42378335397455674,0.7343967687929891,Medium
3926,0.9728484722133238,0.5524394691997321,0.18473791021059294,Low
3617,0.013758353723111185,0.020204017037108862,0.6964303575049547,Medium
7484,0.07024039768456591,0.05929898255670532,0.6686214163878155,Medium
7338,0.039387538220488655,0.5919473630207782,0.8500129321518913,High
13982,0.023830085182044533,0.294581810897554,0.771693483641835,High
11435,0.9413479501844306,0.6290912382747188,0.2297838063533142,Low
2123,0.10606288792291736,0.19492677921734985,0.6842340122191628,Medium
2375,0.18893426846229502,0.9369032049946944,0.8488169735748017,High
14513,0.008789726072437533,0.5713966801620842,0.8652661957979189,High
19167,0.023968410273527037,0.33928233253596995,0.785006812569322,High
2913,0.01756618591936406,0.9455170410767214,0.9713587821794615,Excellent
4928,0.03636599746953636,0.6398934204097981,0.8665118278942638,High
7749,0.3338660602982885,0.8485183490970237,0.7208492625203051,Medium
14820,0.8272968973078113,0.22223814314361445,0.1875636148276164,Low
16746,0.5176443335538086,0.832127732331492,0.5872872862117816,Medium
972,0.007651156159358534,0.4597861191013073,0.8325800264188411,High
9249,0.009035774624424734,0.6474093800304883,0.8878977717720491,Excellent
8618,0.0842627664231939,0.5955700639420118,0.8196870826863678,High
1102,0.008837957143587385,3.4298518346615797e-06,0.6938144589550392,Medium
4957,0.013135917149891655,0.7085714859548025,0.9033763037815165,Excellent
5380,0.22186343303605852,0.5517328149591981,0.7102154413625185,Medium
6323,0.36434346922425576,0.0009632672810647174,0.4452485517273404,Low
14034,0.02571865710218666,1.4698240217862589e-06,0.6819973809756759,Medium
283,0.009193620128713324,0.25730717417634025,0.7707566181628027,High
7780,0.4215185546997709,0.5787338056912108,0.5785571534175236,Medium
2460,0.01545901310168433,0.9097683717631444,0.9621092023577643,Excellent
14057,0.005862296192046509,0.8750136570735546,0.9584004897876338,Excellent
6991,0.02310953233467546,0.9268737484427528,0.961885451898553,Excellent
12416,0.009035774624424734,0.1871120753980106,0.7498085803823058,Medium
18086,0.28605489623889235,0.629364045954952,0.688570786419261,Medium
10270,0.7643044251371822,0.12046606018193569,0.20112672045855312,Low
16673,0.006367896453655645,0.646047878269832,0.8893568359633907,Excellent
19221,0.07351602640105637,0.6938906715734049,0.856705982991282,High
1197,0.021594257684432593,0.009754465264549409,0.687810359200262,Medium
15304,0.8873075153957711,0.5419395601783049,0.2414666072764517,Low
1039,0.032480323607288815,0.5928844638925814,0.8551291126426721,High
6559,0.03782246116272961,0.6418411626838642,0.8660766259912485,High
18222,0.3792360054245997,0.6546097383731009,0.6309177177147105,Medium
957,0.830606462349404,0.6017619566579208,0.2991040633527934,Low
11952,0.9200039308727842,0.6282955700761315,0.24448591941189046,Low
16739,0.9966099993981835,0.881871021561803,0.2669343068898124,Low
4013,0.022420685348765818,0.6248924104091135,0.871773243378598,High
16391,0.46795996810839013,0.5774821108797157,0.5456726555880416,Low
6827,0.021352135509676747,0.005011281212159069,0.686556889506874,Medium
8890,0.017931541220690534,0.592497301173479,0.8651971114975603,High
6482,0.006613855055256903,0.632661033751205,0.8851686115866817,Excellent
19116,0.031930042119062245,0.0013202706759851512,0.678045051719452,Medium
751,0.007295352062723922,0.6191005537187505,0.8806234196717184,Excellent
10887,0.09062254094430709,0.5957395223438714,0.8152860780421464,High
1683,0.050889463714315526,0.6170430826137345,0.8494903001840994,High
6436,0.08835622320741376,0.05984020643443573,0.6561027056851411,Medium
1031,0.014644158732967347,3.890230505015706e-08,0.6897491005576144,Medium
16040,0.6533767337141444,0.7415590212053533,0.4651039927617049,Low
17691,0.021326928233345966,0.0005505177177414899,0.6852363055519802,Medium
7131,0.5813099061281933,0.6207819347401679,0.479317646132315,Low
16326,0.7433196986336197,0.7764354763981699,0.41260685387591717,Low
13835,0.02740661803197278,0.5475562962790996,0.8450822562613489,High
13063,0.01545901310168433,0.6430289598270246,0.8820873787769283,Excellent
7295,0.0059540758177051845,0.5981013927503672,0.8752625647527165,Excellent
2342,0.011503871955265893,0.9524797719635136,0.9776912212203679,Excellent
932,0.011620488389858227,0.8058529363692825,0.9336215390378839,Excellent
14179,0.7967030351987604,0.6093354303397759,0.3251085044628005,Low
1267,0.06012084950577402,0.9269769442573406,0.9360084886231603,Excellent
5765,0.008891436969077895,0.8698135934121901,0.9547200721453025,Excellent
16525,0.028701472822442727,0.960645118630548,0.9681025046134545,Excellent
260,0.2178548787111778,0.9512847381965499,0.8328870063611404,High
18861,0.10380207816431485,0.9437300467596355,0.9104575593128702,Excellent
9565,0.8574752445254294,0.9364648361506089,0.3807067796773821,Low
9490,0.24933696108375156,0.007136276170207184,0.527605010092436,Low
18239,0.03266497940661933,0.004606051715274523,0.6785163299299488,Medium
7924,0.007656050755502523,0.9058524203324984,0.9663964905708977,Excellent
8616,0.019963585991872694,0.5692623949438133,0.8568042082888331,High
13817,0.9637811706799053,0.009118929749643316,0.02808885944895927,Low
15161,0.03441479208632308,0.585295658834073,0.8514983431897958,High
12774,0.09934379459956574,0.000893029579509166,0.6307272526541566,Medium
7528,0.00536610426313983,0.6202533135908104,0.8823197210930451,Excellent
17179,0.01240154946903056,0.11600768243168669,0.7261212201011845,Medium
3484,0.024804557198526426,1.0,0.9826368099610314,Excellent
11921,0.25540372512575465,0.04030790173057551,0.5333097629311444,Low
15946,0.023284893265259596,0.6118751118371367,0.8672631082654593,High
19902,0.013882492247445305,0.5631457484617963,0.8592259799653271,High
11917,0.010287369892320186,0.008912174951995233,0.6954724935609744,Medium
16516,0.9535916301387308,0.6025195739038152,0.21324173107403296,Low
3532,0.9521150500671404,0.9316408410318175,0.313011717262547,Low
14835,0.08146718940801118,0.6774867872052375,0.8462190035759634,High
6587,0.8834712774761772,0.2817168308731081,0.16608515502860843,Low
11776,0.005869608198773591,1.537791650702949e-05,0.6958958876358106,Medium
5755,0.012539916725897817,0.8774457898515244,0.9544557952473287,Excellent
19513,0.11071639156688205,6.5158680684895295e-06,0.6225004806636031,Medium
9312,0.012224207177095369,0.5287330926112991,0.8500629827594229,High
14803,0.16266765321809082,0.9677740773198993,0.8764648659433061,Excellent
10859,0.02872219589055699,0.851951125735952,0.9354798005973957,Excellent
14201,0.03084745205726978,0.6196611055629246,0.8643051152287885,High
11022,0.012604021441346425,0.5934537051628085,0.8692132965399001,High
1983,0.2204567683328335,0.7157732954533146,0.7604122508030109,Medium
15221,0.5746742408670639,0.5634758804270819,0.46677079552117984,Low
15285,0.010378529199154043,0.6268834901608207,0.8808000766088383,Excellent
13434,0.009176118819469333,0.5685483828807865,0.8641412316906074,High
18170,0.4733482744963557,0.5223361505768279,0.5253570530255993,Low
557,0.8939547884042419,0.5509310805639378,0.239510972286212,Low
5530,0.023028802462778372,0.49245032354510937,0.831614935339588,High
18249,0.008023543449227618,0.63521054079135,0.8849466818229457,Excellent
19317,0.006321695727420916,0.5659210969417338,0.8653511420733255,High
14203,0.8492960103134964,0.15102407333238863,0.15080001478026908,Low
12645,0.4647066233021368,0.7884495316163181,0.6112402231733995,Medium
15266,0.025145207061589014,0.16784497920427116,0.7327518488181691,Medium
3005,0.008096226032444968,0.6145917612275047,0.8787101701455399,Excellent
