beneficiary_id,region,household_size,num_loans,avg_loan_amount,on_time_ratio,avg_days_late,max_dpd,num_defaults,avg_kwh_30d,var_kwh_30d,seasonality_index,avg_recharge_amount,recharge_freq_30d,last_recharge_days,bill_on_time_ratio,avg_bill_delay,avg_bill_amount,education_level,occupation,asset_score,default_flag,income_band,region_encoded,education_encoded,occupation_encoded,income_band_encoded,loan_per_household,kwh_per_household,recharge_intensity,payment_reliability,financial_stability
BEN_000064,Rural,4,1,3501.0,0.711,0.3,13,0,5.0,2.9,1.54,55,4,16,0.664,0.3,50,Primary,Shopkeeper,0,0,Very Low,0,2,3,3,875.25,1.25,13.75,0.6875,0.0
BEN_000065,Rural,5,1,18370.0,0.368,12.2,22,0,44.9,27.1,1.47,128,4,1,0.291,9.1,296,Primary,Farmer,2,1,Medium,0,2,0,2,3674.0,8.98,32.0,0.3295,2.0
BEN_000066,Rural,6,3,4584.0,0.918,1.4,2,0,17.6,3.8,1.42,122,2,16,0.858,1.5,50,Illiterate,Farmer,2,0,Medium,0,1,0,2,764.0,2.9333333333333336,61.0,0.888,2.0
BEN_000067,Rural,4,4,5211.0,0.791,1.5,28,0,9.1,7.0,1.08,98,5,4,0.675,10.2,230,Secondary,Farmer,1,0,Medium,0,3,0,2,1302.75,2.275,19.6,0.7330000000000001,1.0
BEN_000068,Urban,4,3,98395.0,0.735,11.1,1,0,55.8,7.0,1.62,376,2,8,0.617,0.1,247,Primary,Service,4,0,Medium,1,2,2,2,24598.75,13.95,188.0,0.6759999999999999,4.0
BEN_000069,Rural,5,1,7180.0,0.717,5.5,7,0,23.7,15.5,1.53,146,5,8,0.674,2.3,58,Primary,Shopkeeper,4,0,Medium,0,2,3,2,1436.0,4.74,29.2,0.6955,4.0
BEN_000070,Urban,3,2,52237.0,0.903,1.2,13,0,56.9,19.3,2.28,191,3,2,0.713,1.4,360,Secondary,Laborer,3,0,Medium,1,3,1,2,17412.333333333332,18.966666666666665,63.666666666666664,0.808,3.0
BEN_000071,Urban,4,3,18456.0,0.734,0.2,34,0,140.1,47.3,1.92,566,3,13,0.582,0.2,591,Graduate,Service,8,0,High,1,0,2,0,4614.0,35.025,188.66666666666666,0.6579999999999999,8.0
BEN_000072,Rural,3,2,8575.0,0.603,10.2,27,0,5.0,1.9,1.08,53,4,1,0.532,0.3,50,Primary,Laborer,0,0,Very Low,0,2,1,3,2858.3333333333335,1.6666666666666667,13.25,0.5675,0.0
BEN_000073,Rural,8,2,25250.0,0.764,3.0,14,0,39.3,8.7,1.36,143,4,3,0.498,5.9,50,Illiterate,Shopkeeper,3,0,Low,0,1,3,1,3156.25,4.9125,35.75,0.631,3.0
BEN_000074,Urban,1,3,38629.0,0.951,0.4,1,0,11.9,4.2,1.14,20,2,5,0.986,0.1,50,Secondary,Laborer,2,0,Low,1,3,1,1,38629.0,11.9,10.0,0.9684999999999999,2.0
BEN_000075,Urban,4,4,45118.0,0.866,2.4,20,0,94.2,35.1,1.51,480,4,1,0.837,0.7,51,Secondary,Shopkeeper,6,0,High,1,3,3,0,11279.5,23.55,120.0,0.8514999999999999,6.0
BEN_000076,Urban,1,2,25038.0,0.945,3.7,5,0,183.2,61.9,2.27,1000,2,5,0.817,1.1,702,Illiterate,Service,10,0,High,1,1,2,0,25038.0,183.2,500.0,0.881,10.0
BEN_000077,Urban,3,4,24901.0,0.589,8.6,26,0,60.7,10.8,0.8,176,3,0,0.533,0.1,50,Secondary,Service,2,0,Medium,1,3,2,2,8300.333333333334,20.233333333333334,58.666666666666664,0.5609999999999999,2.0
BEN_000078,Rural,3,3,36715.0,0.81,2.0,64,0,21.0,13.0,1.14,103,3,2,0.775,1.3,50,Illiterate,Laborer,2,0,Medium,0,1,1,2,12238.333333333334,7.0,34.333333333333336,0.7925,2.0
BEN_000079,Rural,4,3,13135.0,0.594,6.0,0,1,5.0,3.6,1.55,20,2,5,0.627,0.1,50,Secondary,Service,0,1,Very Low,0,3,2,3,3283.75,1.25,10.0,0.6105,0.0
BEN_000080,Rural,5,1,8582.0,0.82,0.9,3,0,19.7,9.0,1.52,20,7,0,0.77,0.3,108,Secondary,Farmer,0,0,Very Low,0,3,0,3,1716.4,3.94,2.857142857142857,0.7949999999999999,0.0
BEN_000081,Urban,2,1,61427.0,0.841,3.5,3,0,5.0,1.5,1.9,53,6,1,0.892,1.0,50,Secondary,Service,0,0,Very Low,1,3,2,3,30713.5,2.5,8.833333333333334,0.8665,0.0
BEN_000082,Rural,6,3,10752.0,0.894,0.4,6,0,17.6,6.5,0.9,20,1,18,0.528,7.5,189,Secondary,Service,1,0,Very Low,0,3,2,3,1792.0,2.9333333333333336,20.0,0.7110000000000001,1.0
BEN_000083,Rural,3,2,9595.0,0.946,6.0,2,0,44.3,14.7,1.24,83,3,5,0.81,1.8,50,Primary,Laborer,2,0,Medium,0,2,1,2,3198.3333333333335,14.766666666666666,27.666666666666668,0.878,2.0
BEN_000084,Rural,4,3,2264.0,0.663,7.5,0,0,5.0,3.5,0.8,57,2,23,0.67,10.1,50,Illiterate,Farmer,0,0,Very Low,0,1,0,3,566.0,1.25,28.5,0.6665000000000001,0.0
BEN_000085,Rural,4,2,16466.0,0.501,14.2,10,0,5.0,1.9,1.43,66,2,3,0.338,1.3,50,Secondary,Shopkeeper,3,0,Very Low,0,3,3,3,4116.5,1.25,33.0,0.4195,3.0
BEN_000086,Rural,4,5,28834.0,0.583,27.2,10,0,5.0,3.0,1.0,32,3,7,0.43,3.4,50,Secondary,Farmer,0,0,Very Low,0,3,0,3,7208.5,1.25,10.666666666666666,0.5065,0.0
BEN_000087,Urban,5,1,29550.0,0.934,1.6,10,0,137.5,49.3,0.8,593,4,7,0.824,1.9,251,Primary,Service,8,0,High,1,2,2,0,5910.0,27.5,148.25,0.879,8.0
BEN_000088,Rural,6,1,12969.0,0.63,22.9,43,0,39.7,25.6,1.0,60,1,11,0.644,1.0,50,Secondary,Laborer,0,0,Low,0,3,1,1,2161.5,6.616666666666667,60.0,0.637,0.0
BEN_000089,Urban,4,5,50070.0,0.847,4.1,6,1,66.0,19.9,0.93,20,6,19,0.826,0.3,340,Primary,Service,4,1,Low,1,2,2,1,12517.5,16.5,3.3333333333333335,0.8365,2.0
BEN_000090,Rural,2,4,7869.0,0.862,2.3,15,0,8.6,2.9,0.85,26,1,2,0.711,1.7,91,Primary,Shopkeeper,0,0,Very Low,0,2,3,3,3934.5,4.3,26.0,0.7865,0.0
BEN_000091,Rural,6,2,12427.0,0.616,40.2,8,0,23.7,15.9,1.61,128,3,9,0.7,0.3,322,Illiterate,Shopkeeper,0,0,Very Low,0,1,3,3,2071.1666666666665,3.9499999999999997,42.666666666666664,0.6579999999999999,0.0
BEN_000092,Urban,4,1,42718.0,0.998,0.1,2,0,60.7,17.0,1.83,144,1,3,0.799,6.4,50,Secondary,Service,3,0,Medium,1,3,2,2,10679.5,15.175,144.0,0.8985000000000001,3.0
BEN_000093,Urban,5,2,75962.0,0.705,13.4,2,0,277.3,51.5,3.18,978,5,0,0.604,3.0,1764,Graduate,Service,10,0,High,1,0,2,0,15192.4,55.46,195.6,0.6545,10.0
BEN_000094,Rural,6,1,18611.0,0.56,3.2,15,0,17.8,8.8,1.3,80,4,0,0.452,1.4,58,Primary,Laborer,2,0,Very Low,0,2,1,3,3101.8333333333335,2.966666666666667,20.0,0.506,2.0
BEN_000095,Urban,4,2,27196.0,0.932,0.2,6,0,130.8,41.5,0.8,394,3,16,0.747,4.5,50,Secondary,Laborer,7,0,High,1,3,1,0,6799.0,32.7,131.33333333333334,0.8395,7.0
BEN_000096,Rural,7,5,13917.0,0.429,13.9,11,0,6.0,2.7,1.56,62,4,4,0.492,7.4,50,Secondary,Service,0,1,Low,0,3,2,1,1988.142857142857,0.8571428571428571,15.5,0.4605,0.0
BEN_000097,Rural,5,1,7214.0,0.894,0.5,7,0,39.9,23.9,1.27,238,3,13,1.0,0.0,278,Primary,Service,3,0,Medium,0,2,2,2,1442.8,7.9799999999999995,79.33333333333333,0.9470000000000001,3.0
BEN_000098,Rural,4,1,16646.0,0.525,11.9,10,0,9.2,2.0,1.86,57,6,5,0.435,3.5,50,Primary,Laborer,0,1,Low,0,2,1,1,4161.5,2.3,9.5,0.48,0.0
BEN_000099,Rural,4,2,5319.0,0.97,0.0,4,0,5.4,1.7,1.2,45,6,4,0.789,0.2,50,Secondary,Farmer,0,0,Very Low,0,3,0,3,1329.75,1.35,7.5,0.8795,0.0
BEN_000100,Rural,8,2,9897.0,0.688,2.8,8,0,12.3,7.9,1.55,66,4,1,0.649,4.9,226,Primary,Laborer,1,0,Very Low,0,2,1,3,1237.125,1.5375,16.5,0.6685,1.0
BEN_000101,Rural,7,4,12361.0,0.75,3.2,6,0,59.2,41.2,1.25,213,2,1,0.684,1.0,53,Secondary,Farmer,3,0,Medium,0,3,0,2,1765.857142857143,8.457142857142857,106.5,0.7170000000000001,3.0
BEN_000102,Rural,5,3,7707.0,0.87,1.2,3,0,27.7,21.2,0.8,60,5,7,0.639,3.3,50,Primary,Farmer,0,0,Low,0,2,0,1,1541.4,5.54,12.0,0.7545,0.0
BEN_000103,Rural,7,1,10153.0,0.808,6.7,3,0,5.0,2.5,1.16,44,3,0,0.694,0.2,50,Secondary,Farmer,1,0,Very Low,0,3,0,3,1450.4285714285713,0.7142857142857143,14.666666666666666,0.751,1.0
BEN_000104,Rural,6,5,14908.0,0.823,0.3,20,0,21.4,8.8,1.71,44,4,10,0.715,6.9,50,Secondary,Shopkeeper,2,0,Low,0,3,3,1,2484.6666666666665,3.5666666666666664,11.0,0.7689999999999999,2.0
BEN_000105,Urban,2,3,29995.0,0.816,9.7,22,0,20.3,4.4,2.11,292,4,3,0.834,1.7,650,Secondary,Service,2,0,Medium,1,3,2,2,14997.5,10.15,73.0,0.825,2.0
BEN_000106,Rural,7,1,9765.0,0.646,3.8,4,0,9.7,6.0,1.35,55,3,18,0.599,6.9,50,Graduate,Farmer,0,0,Very Low,0,0,0,3,1395.0,1.3857142857142857,18.333333333333332,0.6225,0.0
BEN_000107,Rural,5,1,7756.0,0.493,0.0,0,0,13.5,8.0,1.22,92,3,12,0.538,6.4,273,Graduate,Service,0,1,Medium,0,0,2,2,1551.2,2.7,30.666666666666668,0.5155000000000001,0.0
BEN_000108,Urban,4,1,45749.0,0.549,13.8,1,0,173.2,48.6,1.83,781,4,0,0.533,0.1,965,Secondary,Shopkeeper,10,0,High,1,3,3,0,11437.25,43.3,195.25,0.541,10.0
BEN_000109,Rural,7,1,34993.0,0.699,6.5,10,0,35.3,12.7,1.61,73,6,1,0.635,1.3,50,Primary,Service,3,0,Medium,0,2,2,2,4999.0,5.042857142857143,12.166666666666666,0.667,3.0
BEN_000110,Rural,7,1,14020.0,0.427,28.8,6,1,36.5,14.4,1.12,96,2,6,0.469,6.9,358,Illiterate,Laborer,1,1,Very Low,0,1,1,3,2002.857142857143,5.214285714285714,48.0,0.44799999999999995,0.5
BEN_000111,Rural,3,1,27385.0,0.875,5.5,4,0,30.6,23.5,1.34,318,4,3,0.666,0.9,258,Illiterate,Farmer,4,0,High,0,1,0,0,9128.333333333334,10.200000000000001,79.5,0.7705,4.0
BEN_000112,Rural,8,2,11291.0,0.969,0.8,21,0,5.0,1.9,1.22,33,1,5,0.918,0.7,50,Illiterate,Farmer,1,0,Low,0,1,0,1,1411.375,0.625,33.0,0.9435,1.0
BEN_000113,Urban,6,4,27494.0,0.97,2.1,5,0,10.9,3.1,1.6,20,3,13,0.879,2.7,359,Secondary,Shopkeeper,1,0,Very Low,1,3,3,3,4582.333333333333,1.8166666666666667,6.666666666666667,0.9245,1.0
BEN_000114,Urban,2,3,71668.0,0.883,0.2,9,0,64.4,23.8,1.44,181,9,9,0.832,1.9,223,Primary,Laborer,5,0,High,1,2,1,0,35834.0,32.2,20.11111111111111,0.8574999999999999,5.0
BEN_000115,Rural,4,1,8960.0,0.934,0.6,1,0,5.0,2.4,1.1,20,1,1,0.666,2.0,296,Primary,Farmer,0,0,Very Low,0,2,0,3,2240.0,1.25,20.0,0.8,0.0
BEN_000116,Urban,4,3,26041.0,0.428,15.0,8,0,51.5,11.2,2.3,248,3,15,0.318,7.7,50,Secondary,Service,1,0,Medium,1,3,2,2,6510.25,12.875,82.66666666666667,0.373,1.0
BEN_000117,Urban,4,3,31366.0,0.815,14.4,14,0,5.0,0.6,2.04,20,6,6,0.779,7.1,50,Secondary,Service,1,0,Very Low,1,3,2,3,7841.5,1.25,3.3333333333333335,0.7969999999999999,1.0
BEN_000118,Rural,4,1,9415.0,0.478,24.2,8,0,9.1,2.3,1.38,126,2,19,0.598,0.3,50,Secondary,Farmer,1,0,Medium,0,3,0,2,2353.75,2.275,63.0,0.538,1.0
BEN_000119,Urban,3,6,47622.0,0.68,8.1,9,0,25.8,5.4,2.01,172,2,7,0.592,12.2,342,Primary,Service,2,0,Low,1,2,2,1,15874.0,8.6,86.0,0.636,2.0
BEN_000120,Rural,6,1,28310.0,0.792,9.8,9,0,5.0,2.5,2.08,20,6,11,0.723,0.2,197,Secondary,Farmer,0,0,Very Low,0,3,0,3,4718.333333333333,0.8333333333333334,3.3333333333333335,0.7575000000000001,0.0
